,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,webevent.login webevent.view.account.summary.success ,0.279,web.entry webevent.login , 0.154,webevent.view.account.summary.success webevent.view.transactions.and.details.success , 0.112,web.exit journey.exit , 0.078,journey.entry web.entry , 0.069,webevent.view.transactions.and.details.success web.exit , 0.054,webevent.view.account.summary.success web.exit , 0.042,webevent.view.transactions.and.details.success webevent.login , 0.040,web.exit web.exit , 0.037,webevent.view.account.summary.success webstc.view/redeem.rewards , 0.018,webevent.view.account.summary.success web.entry , 0.017,webevent.view.account.summary.success webstc.link.accounts , 0.013,webevent.make.a.payment.success webevent.login , 0.012,webevent.view.transactions.and.details.success web.entry , 0.010,webstc.link.accounts webevent.view.account.summary.success , 0.009,webstc.view/redeem.rewards webevent.login , 0.005,webevent.view.payment.activity webevent.login , 0.005,agent.exit webevent.login , 0.005,webstc.view/redeem.rewards webstc.rewards.learn.pages , 0.004,webevent.view.alerts.page web.exit , 0.002,webevent.view.account.summary.success webstc.activation , 0.002,webevent.view.transactions.and.details.success webevent.view.alerts.page , 0.002,webstc.view/print/download.monthly.statement web.entry , 0.002,webstc.activation tsys.verification.-.cvvs , 0.001,web.exit webstc.view.rewards.summary , 0.001,webstc.view/redeem.rewards web.entry , 0.001,tsys.verification.-.cvvs tsys.verification.-.card.receipt , 0.001,webstc.view.rewards.summary web.entry , 0.001,webstc.link.accounts webevent.login , 0.001,web.exit webstc.view/redeem.rewards , 0.001,tsys.verification.-.card.receipt webevent.login , 0.001,webstc.link.accounts webevent.view.make.a.payment , 0.001,webevent.view.transactions.and.details.success webstc.activation , 0.001,webstc.link.accounts tsys.update.email.address , 0.001,agent.exit webevent.view.transactions.and.details.success , 0.001,webstc.error web.entry , 0.001,webstc.rewards.search webevent.login , 0.000,webevent.view.account.summary.success webevent.online.enrollment.failure , 0.000,web.exit webstc.view/print/download.monthly.statement , 0.000,webstc.manage.rewards web.entry , 0.000,webstc.chat-reactive webevent.view.account.summary.success , 0.000,tsys.financial.adjustment web.entry , 0.000,webstc.balance.transfer.-no.offer.available. webevent.login , 0.000,webevent.online.enrollment.failure webstc.link.accounts , 0.000,chordiant webevent.login , 0.000,webevent.send.secured.message.success agent.entry , 0.000,webevent.system.retrieve.default.email.address web.entry , 0.000,webevent.transaction.download.success web.entry , 0.000,webstc.link.accounts webevent.view.statement.and.document.delivery.preferences , 0.000,webstc.search webevent.view.account.summary.success, 0.000
21,webstc.view/print/download.monthly.statement webevent.open.statement.success ,0.316,webevent.open.statement.success webstc.view/print/download.monthly.statement , 0.271,webevent.view.statements.page webstc.view/print/download.monthly.statement , 0.131,webstc.view/print/download.monthly.statement webevent.view.make.a.payment , 0.050,webstc.view/print/download.monthly.statement webevent.view.payment.activity , 0.042,webevent.view.payment.activity webevent.view.statements.page , 0.028,webstc.view/print/download.monthly.statement web.exit , 0.025,agent.entry agent.view.history , 0.025,webevent.view.make.a.payment webevent.view.statements.page , 0.018,webevent.open.statement.success webevent.view.make.a.payment , 0.014,webevent.view.make.a.payment webstc.view/print/download.monthly.statement , 0.014,webstc.view/print/download.monthly.statement webevent.login , 0.013,webevent.make.a.payment.success webevent.view.statements.page , 0.012,web.entry webstc.view/redeem.rewards , 0.006,webevent.open.statement.success web.exit , 0.005,web.entry webevent.view.payment.activity , 0.003,agent.view.statements webstc.view/print/download.monthly.statement , 0.003,webstc.view/redeem.rewards webstc.view/print/download.monthly.statement , 0.002,webstc.view.lost.stolen.page webevent.view.statements.page , 0.002,ivr.balance.details ivr.recent.transactions , 0.001,webevent.open.statement.success webstc.browse.us.cards , 0.001,webstc.link.accounts webevent.view.statements.page , 0.001,agent.view.history tsys.disputes.-.resolved , 0.001,webstc.view/redeem.rewards webevent.use.search.bar.success , 0.001,webevent.transaction.download.success webevent.system.retrieve.default.email.address , 0.001,webevent.open.statement.success mobile.entry , 0.001,webevent.view.transactions.and.details.success webevent.open.statement.success , 0.001,agent.submit.work.entry web.exit , 0.000,webevent.open.statement.success agent.view.statements , 0.000,webstc.view/print/download.monthly.statement agent.exit , 0.000,webevent.open.statement.success agent.view.payment.history , 0.000,agent.exit webevent.open.statement.success , 0.000,webevent.open.statement.success agent.view.history , 0.000,webevent.open.statement.success webstc.view.lost.stolen.page , 0.000,tsys.close.account tsys.close.account , 0.000,webevent.view.authorized.users webstc.view/print/download.monthly.statement , 0.000,agent.2 webstc.view/print/download.monthly.statement , 0.000,agent.view.history webevent.view.statements.page , 0.000,webevent.open.statement.success agent.lost.stolen.replacement.card , 0.000,webstc.set.display.preference. webevent.system.retrieve.default.email.address , 0.000,webstc.request.clip.-judgmental.underwriting webevent.view.statements.page , 0.000,tsys.close.account journey.exit , 0.000,webstc.view/print/download.monthly.statement marketing , 0.000,webstc.view/print/download.monthly.statement ivr.entry , 0.000,ivr.exit webstc.chat-reactive , 0.000,agent.lost.stolen.replacement.card webstc.browse.us.cards , 0.000,webevent.open.statement.success agent.view.authorization , 0.000,webstc.view/print/download.monthly.statement webstc.view.text.messaging.page , 0.000,declined webstc.browse.us.cards , 0.000,webevent.open.statement.success ivr.disp.agent.transfer, 0.000
22,webevent.login webevent.view.account.summary.success ,0.141,web.entry webevent.login , 0.098,web.exit journey.exit , 0.088,journey.entry web.entry , 0.050,webevent.view.transactions.and.details.success webevent.view.payment.activity , 0.049,webevent.view.account.summary.success webstc.view.rewards.summary , 0.044,webevent.view.payment.activity webevent.view.transactions.and.details.success , 0.036,webstc.view/redeem.rewards web.exit , 0.032,webevent.view.account.summary.success webevent.view.transactions.and.details.success , 0.032,webstc.view.rewards.summary webstc.view/redeem.rewards , 0.027,webstc.view.rewards.summary web.exit , 0.023,webevent.view.transactions.and.details.success webstc.view.rewards.summary , 0.021,webevent.view.account.summary.success webevent.view.payment.activity , 0.020,webevent.view.account.summary.success webevent.view.statement.and.document.delivery.preferences , 0.016,webevent.view.transactions.and.details.success web.exit , 0.016,webevent.view.payment.activity web.exit , 0.015,web.entry webstc.error , 0.014,webstc.view/redeem.rewards webstc.rewards.search , 0.013,webstc.view/redeem.rewards webstc.view.rewards.summary , 0.013,webstc.manage.rewards webstc.view/redeem.rewards , 0.012,webevent.request.credit.limit.increase webstc.request.clip.-declined , 0.011,webevent.view.account.summary.success webstc.manage.rewards , 0.010,webstc.view/redeem.rewards webstc.manage.rewards , 0.008,webstc.manage.rewards webstc.rewards.learn.pages , 0.007,webstc.rewards.learn.pages webstc.manage.rewards , 0.007,webstc.manage.rewards web.exit , 0.006,webstc.view/redeem.rewards webevent.login , 0.006,webstc.manage.rewards webstc.view.rewards.summary , 0.005,webstc.view/print/download.statement.and.documents webevent.view.statements.page , 0.005,webstc.view.credit.line.increase.page webevent.request.credit.limit.increase , 0.005,webevent.view.payment.activity webstc.view.rewards.summary , 0.005,webevent.view.transactions.and.details.success webstc.change.image.on.card , 0.004,webevent.view.make.a.payment webstc.view.rewards.summary , 0.004,tsys.statement.suppression webevent.view.account.summary.success , 0.004,webevent.view.payment.activity web.entry , 0.004,webevent.view.payment.activity webstc.view/redeem.rewards , 0.003,webevent.view.account.summary.success webstc.chat-proactive , 0.003,webstc.view/print/download.statement.and.documents webevent.view.statement.and.document.delivery.preferences , 0.003,webstc.view/redeem.rewards webevent.view.payment.activity , 0.003,webstc.request.clip.-approved.-accepted webevent.view.account.summary.success , 0.003,webevent.view.statement.and.document.delivery.preferences webevent.modify.statement.and.document.delivery.preferences , 0.003,webevent.modify.statement.and.document.delivery.preferences webevent.view.account.summary.success , 0.003,webstc.view/print/download.statement.and.documents webevent.view.transactions.and.details.success , 0.003,webstc.view.credit.line.increase.page webstc.request.clip.-approved.-accepted , 0.003,webstc.rewards.learn.pages webstc.view.rewards.summary , 0.003,webstc.rewards.search web.exit , 0.003,webstc.view/print/download.monthly.statement webstc.view/redeem.rewards , 0.002,webstc.change.image.on.card web.exit , 0.002,webevent.view.statements.page webstc.view/print/download.statement.and.documents , 0.002,webevent.view.account.summary.success webevent.open.secured.message.success, 0.002
23,journey.entry reward ,0.509,reward web.entry , 0.370,reward reward , 0.044,mobileevent.answer.security.question.success mobile.exit , 0.011,mobileevent.answer.security.question mobileevent.answer.security.question.success , 0.011,reward declined , 0.005,mobileevent.login.with.sureswipe.success mobileevent.answer.security.question , 0.005,mobile.exit declined , 0.004,tsys.update.phone.number tsys.update.mailing.address , 0.003,tsys.verification.-.card.receipt tsys.pin.-.change , 0.003,reward agent.entry , 0.003,ivr.disp.abandoned.call ivr.exit , 0.002,ivr.entry ivr.disp.abandoned.call , 0.002,marketing webstc.promotional.offer.eligilbility , 0.002,tsys.update.mailing.address tsys.update.phone.number , 0.001,tsys.verification.-.cvvs tsys.verification.-.card.receipt , 0.001,reward chordiant , 0.001,agent.view.payment.history tsys.promise.to.pay , 0.001,ivr.update.account agent.entry , 0.001,tsys.update.mailing.address mobile.entry , 0.001,agent.collections.-.promise.to.pay agent.view.payment.history , 0.001,ivr.proactive.balance ivr.update.account , 0.001,tsys.update.mailing.address web.entry , 0.001,reward alerts.delivered , 0.001,mobileevent.answer.security.question mobile.exit , 0.001,webevent.add.authorized.user.success tsys.account.relationship , 0.000,tsys.pin.-.change agent.entry , 0.000,mobileevent.view.account.summary.success mobileevent.answer.security.question.success , 0.000,ivr.pin.change tsys.verification.-.cvvs , 0.000,ivr.activation tsys.verification.-.cvvs , 0.000,ivr.entry ivr.pin.change , 0.000,ivr.update.account ivr.update.account , 0.000,mobileevent.answer.security.question mobileevent.view.account.summary.success , 0.000,journey.entry tsys.insurance.-.claim , 0.000,webstc.search webevent.view.authorized.users , 0.000,webstc.chat-reactive webstc.error , 0.000,ivr.update.account ivr.disp.agent.transfer , 0.000,webstc.view.rewards.summary webstc.customize.my.shortcut , 0.000,agent.1 ivr.update.account , 0.000,tsys.pin.-.change web.exit , 0.000,reward tsys.verification.-.cvvs , 0.000,tsys.verification.-.card.receipt ivr.entry , 0.000,reward tsys.fraud.-.lsrp , 0.000,webstc.view/redeem.rewards webevent.make.a.payment.success , 0.000,mobileevent.answer.security.question mblstc.security.info , 0.000,tsys.credit.limit.change agent.offer.accepted , 0.000,webevent.view.authorized.users tsys.pin.-.change , 0.000,ivr.pin.change agent.entry , 0.000,webstc.view/redeem.rewards chordiant , 0.000,webstc.view/redeem.rewards webstc.set.overlimit.preference, 0.000
24,webstc.view.credit.line.increase.page webstc.request.clip.-declined ,0.103,webstc.request.clip.-declined web.exit , 0.092,webevent.view.transactions.and.details.success webstc.view.credit.line.increase.page , 0.090,webevent.make.a.payment.success webstc.view.rewards.summary , 0.073,journey.entry web.entry , 0.045,webstc.request.clip.-declined webstc.view.credit.line.increase.page , 0.042,web.exit journey.exit , 0.039,webstc.online.application web.exit , 0.036,webstc.browse.us.cards webstc.online.application , 0.035,web.entry webstc.activation , 0.031,web.entry webstc.view.rewards.summary , 0.026,webevent.view.transactions.and.details.failure webevent.view.payment.activity , 0.025,webstc.online.application webstc.browse.us.cards , 0.021,webstc.activation web.exit , 0.018,agent.exit webstc.view/redeem.rewards , 0.015,ivr.proactive.balance ivr.clip , 0.013,tsys.close.account tsys.correspondence , 0.012,ivr.clip ivr.disp.completed.call , 0.012,ivr.clip ivr.clip , 0.012,webevent.view.make.a.payment agent.entry , 0.011,webevent.make.a.payment.success webstc.view/print/download.monthly.statement , 0.010,web.entry webstc.browse.us.cards , 0.010,webstc.browse.us.cards webstc.chat-ignore , 0.010,webstc.view/print/download.monthly.statement webstc.view.credit.line.increase.page , 0.009,webstc.chat-proactive webstc.online.application , 0.006,webstc.browse.us.cards webstc.error , 0.006,webstc.chat-ignore webstc.browse.us.cards , 0.005,tsys.pin.-.change tsys.photo.card.indicator , 0.005,webstc.chat-reactive webstc.view.credit.line.increase.page , 0.005,mobileevent.view.account.summary.success mobileevent.reset.sureswipe.pattern.success , 0.005,webstc.faq ivr.entry , 0.004,web.exit webstc.request.clip.-declined , 0.004,webstc.chat-proactive webstc.browse.us.cards , 0.004,webstc.request.clip.-declined webevent.request.credit.limit.increase , 0.004,webstc.browse.us.cards webstc.chat-proactive , 0.003,webstc.request.clip.-declined webstc.view/print/download.monthly.statement , 0.003,webstc.view/redeem.rewards webstc.chat-ignore , 0.003,webstc.request.clip.-declined webevent.view.account.summary.success , 0.003,webevent.view.make.a.payment declined , 0.003,ivr.entry ivr.clip , 0.003,ivr.clip marketing , 0.003,webstc.request.clip.-declined webstc.chat-reject , 0.003,webstc.view.rewards.summary webstc.activation , 0.002,tsys.change.payment.due.date webstc.view.credit.line.increase.page , 0.002,webevent.view.account.summary.success webevent.view.transactions.and.details.failure , 0.002,webstc.request.clip.-declined webstc.chat-reactive , 0.002,ivr.exit webstc.view.rewards.summary , 0.002,webstc.chat-proactive webevent.send.secured.message.success , 0.002,webevent.view.payment.activity ivr.proactive.balance , 0.002,webstc.browse.us.cards agent.exit, 0.002
25,webevent.view.account.summary.success webstc.view.credit.line.increase.page ,0.108,webstc.view.credit.line.increase.page webevent.request.credit.limit.increase , 0.097,webevent.request.credit.limit.increase webstc.request.clip.-approved.-accepted , 0.078,webevent.view.account.summary.success webstc.request.clip.-approved.-accepted , 0.056,webevent.view.transactions.and.details.success webstc.view/redeem.rewards , 0.055,webevent.request.credit.limit.increase marketing , 0.046,webstc.request.clip.-approved.-accepted webevent.request.credit.limit.increase , 0.039,tsys.credit.limit.change tsys.cash.limit.change , 0.033,tsys.cash.limit.change tsys.credit.limit.change , 0.031,agent.view.history agent.view.statements , 0.031,webstc.rewards.search webstc.view/redeem.rewards , 0.027,marketing tsys.credit.limit.change , 0.024,marketing tsys.cash.limit.change , 0.023,tsys.credit.limit.change webevent.view.account.summary.success , 0.019,webstc.rewards.learn.pages webstc.view/redeem.rewards , 0.019,marketing webevent.view.account.summary.success , 0.018,webstc.request.clip.-approved.-accepted webevent.view.transactions.and.details.success , 0.017,webevent.view.transactions.and.details.failure webevent.view.transactions.and.details.success , 0.016,tsys.credit.limit.change webevent.request.credit.limit.increase , 0.016,web.exit journey.exit , 0.015,webstc.request.clip.-approved.-accepted tsys.credit.limit.change , 0.013,webstc.request.clip.-approved.-accepted webevent.view.make.a.payment , 0.013,journey.entry web.entry , 0.013,webevent.login webevent.view.account.summary.success , 0.011,webstc.request.clip.-approved.-accepted marketing , 0.011,webevent.request.credit.limit.increase webevent.view.account.summary.success , 0.010,webevent.view.account.summary.success webevent.view.transactions.and.details.failure , 0.010,tsys.cash.limit.change webevent.request.credit.limit.increase , 0.010,webevent.view.account.summary.success webevent.request.credit.limit.increase , 0.008,webstc.request.clip.-approved.-accepted webevent.login , 0.007,webevent.request.credit.limit.increase webstc.request.clip.-judgmental.underwriting , 0.005,webevent.modify.payment.success web.exit , 0.004,web.entry webstc.online.application , 0.004,webstc.request.clip.-approved.-accepted webstc.view.credit.line.increase.page , 0.004,webstc.request.clip.-approved.-accepted webevent.view.payment.activity , 0.004,marketing webstc.request.clip.-approved.-accepted , 0.004,webevent.view.account.summary.success marketing , 0.003,webevent.view.payment.activity webevent.view.transactions.and.details.failure , 0.003,webevent.system.retrieve.default.email.address webevent.view.payment.activity , 0.003,webstc.error webstc.online.application , 0.003,webevent.view.account.summary.success webstc.request.clip.-approved.-lower , 0.003,webevent.view.transactions.and.details.success webevent.view.transactions.and.details.failure , 0.003,webstc.online.application webstc.error , 0.003,webstc.view/redeem.rewards webevent.system.retrieve.default.email.address , 0.003,webstc.request.clip.-approved.-accepted webevent.view.statements.page , 0.003,webevent.view.make.a.payment webevent.modify.payment.success , 0.003,tsys.update.email.address webevent.login , 0.002,webstc.view.credit.line.increase.page webevent.view.payment.activity , 0.002,webevent.request.credit.limit.increase webstc.error , 0.002,webevent.request.credit.limit.increase tsys.credit.limit.change, 0.002
26,tsys.update.phone.number tsys.update.phone.number ,0.135,agent.view.statements tsys.financial.adjustment , 0.050,tsys.financial.adjustment agent.financial.adjustments , 0.049,agent.financial.adjustments agent.view.statements , 0.048,webstc.view.credit.line.increase.page webstc.faq , 0.039,webevent.update.phone.number.success tsys.update.phone.number , 0.036,webstc.chat-reject web.exit , 0.028,webstc.faq webstc.view.credit.line.increase.page , 0.027,agent.view.statements agent.view.statements , 0.026,tsys.verification.-.card.receipt tsys.verification.-.cvvs , 0.025,webevent.view.account.summary.success webevent.system.retrieve.default.email.address , 0.025,webstc.activation tsys.verification.-.card.receipt , 0.021,webevent.system.retrieve.default.email.address webevent.update.phone.number.success , 0.020,webstc.balance.transfer webstc.chat-reject , 0.019,ivr.rewards agent.entry , 0.018,tsys.verification.-.cvvs webevent.login , 0.017,agent.view.history agent.view.payment.history , 0.016,agent.view.payment.history agent.view.history , 0.016,webstc.view.credit.line.increase.page webevent.login , 0.014,webstc.chat-reject webstc.balance.transfer , 0.014,agent.view.statements marketing , 0.013,tsys.update.email.address webevent.online.enrollment , 0.012,webevent.online.enrollment webevent.view.account.summary.success , 0.012,webevent.online.enrollment.success tsys.verification.-.cvvs , 0.012,webevent.make.a.payment.success webevent.view.account.summary.success , 0.011,webstc.select.a.promotional.offer webstc.promotional.offer.eligilbility , 0.011,web.entry webevent.online.enrollment.success , 0.011,webstc.browse.us.cards webstc.chat-reject , 0.011,webstc.view.credit.line.increase.page web.exit , 0.010,webevent.modify.statement.and.document.delivery.preferences.success webevent.statement.suppression.enroll.success , 0.010,webevent.statement.suppression.enroll.success webevent.modify.statement.and.document.delivery.preferences.success , 0.009,webevent.view.close.account.page webstc.chat-reject , 0.009,webevent.modify.statement.and.document.delivery.preferences.success tsys.statement.suppression , 0.008,tsys.update.phone.number webevent.update.phone.number.success , 0.008,webevent.view.account.summary.success webevent.view.close.account.page , 0.008,webstc.chat-reject webstc.browse.us.cards , 0.006,tsys.financial.adjustment agent.reset.grace.period , 0.006,agent.reset.grace.period agent.view.statements , 0.006,webstc.search webstc.chat-reject , 0.006,webevent.system.retrieve.default.email.address tsys.update.phone.number , 0.006,tsys.update.email.address webevent.view.account.summary.success , 0.005,mobileevent.enable.sureswipe.success mobileevent.view.transactions.and.details , 0.005,tsys.update.email.address webevent.modify.statement.and.document.delivery.preferences.success , 0.005,web.exit marketing , 0.005,webstc.chat-reject webstc.view.credit.line.increase.page , 0.005,web.exit journey.exit , 0.005,webstc.chat-reject ivr.entry , 0.005,mobileevent.enable.sureswipe.success mobile.exit , 0.004,tsys.update.email.address webevent.update.phone.number.success , 0.004,webevent.system.retrieve.default.email.address webevent.modify.statement.and.document.delivery.preferences.success, 0.004
27,mobileevent.login.with.password.success mobileevent.view.account.summary.success ,0.135,mobile.entry mobileevent.login.with.password.success , 0.117,mobileevent.view.transactions.and.details mobileevent.view.make.a.payment , 0.088,reward mobile.entry , 0.081,mobileevent.view.account.summary.success mobileevent.view.transactions.and.details , 0.072,mobileevent.view.make.a.payment mobile.exit , 0.058,mobile.exit journey.exit , 0.055,mobileevent.view.account.summary.success mobileevent.view.make.a.payment , 0.052,mobileevent.view.make.a.payment mobileevent.make.a.payment.success , 0.052,mobile.exit mobile.entry , 0.038,mobileevent.view.make.a.payment mobileevent.view.transactions.and.details , 0.030,mobileevent.view.transactions.and.details mobile.exit , 0.024,mobileevent.view.make.a.payment mobileevent.view.payment.activity , 0.021,mobileevent.make.a.payment.success mobile.exit , 0.020,mobile.exit mobile.exit , 0.017,mobileevent.view.payment.activity mobileevent.view.make.a.payment , 0.016,mobileevent.view.payment.activity mobile.exit , 0.013,mobileevent.view.account.summary.success mobileevent.decline.sureswipe.enrollment.intercept , 0.011,mobileevent.make.a.payment.success mobileevent.view.make.a.payment , 0.010,mobileevent.make.a.payment.success mobileevent.view.payment.activity , 0.009,mobileevent.view.account.summary.success mobileevent.enable.sureswipe.success , 0.007,mobileevent.decline.sureswipe.enrollment.intercept mobileevent.view.transactions.and.details , 0.006,mobileevent.view.make.a.payment mobile.entry , 0.005,mobileevent.decline.sureswipe.enrollment.intercept mobileevent.view.make.a.payment , 0.005,mobileevent.view.account.summary.success mobile.entry , 0.005,mobileevent.login.with.password.success mobile.entry , 0.005,mobileevent.make.a.payment.success mobileevent.view.transactions.and.details , 0.005,mobileevent.make.a.payment.success mobileevent.view.rewards , 0.004,declined mobile.entry , 0.004,mobileevent.enable.sureswipe.success mobileevent.view.make.a.payment , 0.003,mobile.exit alerts.delivered , 0.002,mobileevent.view.transactions.and.details mobile.entry , 0.002,mobileevent.view.payment.activity mobileevent.view.rewards , 0.002,alerts.delivered mobile.entry , 0.002,mobileevent.delete.payment.success mobileevent.view.payment.activity , 0.002,mobileevent.view.make.a.payment mobileevent.update.bank.profile , 0.001,mobileevent.update.bank.profile mobileevent.update.bank.profile.success , 0.001,alerts.delivered journey.exit , 0.001,mobileevent.update.bank.profile.success mobileevent.view.make.a.payment , 0.001,mobileevent.view.make.a.payment mobileevent.modify.payment.success , 0.001,mobileevent.view.payment.activity mobileevent.delete.payment.success , 0.001,mobileevent.view.transactions.and.details mobileevent.view.payment.activity , 0.001,mobileevent.enable.sureswipe.success mobile.entry , 0.001,mobileevent.modify.payment.success mobileevent.view.payment.activity , 0.001,mobileevent.view.payment.activity mobile.entry , 0.001,mobileevent.view.rewards mobileevent.view.payment.activity , 0.001,tsys.financial.adjustment mobile.entry , 0.001,mobileevent.view.account.summary.success mblstc.contact.us , 0.000,mobileevent.make.a.payment.success mobileevent.login.with.password.success , 0.000,mobileevent.view.make.a.payment mobileevent.delete.payment.success, 0.000
28,webevent.view.account.summary.success webevent.login ,0.071,webevent.system.retrieve.default.email.address webevent.view.statement.and.document.delivery.preferences , 0.060,webevent.view.statement.and.document.delivery.preferences webevent.system.retrieve.default.email.address , 0.055,web.exit journey.exit , 0.053,webevent.login webevent.view.account.summary.success , 0.049,webevent.view.statement.and.document.delivery.preferences webstc.view/print/download.statement.and.documents , 0.046,journey.entry web.entry , 0.044,webevent.view.account.summary.success webevent.transaction.download.success , 0.029,webevent.view.document.history webevent.view.statement.and.document.delivery.preferences , 0.026,web.entry webevent.view.account.summary.success , 0.024,webstc.view/print/download.statement.and.documents webevent.open.document.success , 0.024,webevent.view.document.history webevent.system.retrieve.default.email.address , 0.023,webevent.system.retrieve.default.email.address webstc.view/print/download.statement.and.documents , 0.023,webevent.view.account.summary.success webstc.balance.transfer , 0.021,web.entry webevent.login , 0.021,webevent.transaction.download.success webevent.login , 0.017,webstc.view/print/download.statement.and.documents web.exit , 0.014,webstc.select.a.promotional.offer webstc.no.offer.available. , 0.014,webevent.login webevent.view.make.a.payment , 0.013,webevent.view.account.summary.success webevent.view.document.history , 0.013,webevent.transaction.download.success web.exit , 0.013,webstc.view/print/download.monthly.statement webevent.view.statement.and.document.delivery.preferences , 0.013,webevent.open.document.success webstc.view/print/download.statement.and.documents , 0.012,webevent.view.statement.and.document.delivery.preferences web.exit , 0.011,webevent.login web.exit , 0.011,webstc.view/print/download.statement.and.documents webevent.system.retrieve.default.email.address , 0.011,webevent.system.retrieve.default.email.address webevent.view.document.history , 0.011,webevent.view.transactions.and.details.success webevent.transaction.download.success , 0.010,webstc.view/print/download.monthly.statement webevent.view.document.history , 0.010,webevent.view.document.history webstc.view/print/download.statement.and.documents , 0.009,webevent.view.statement.and.document.delivery.preferences webevent.view.document.history , 0.009,webevent.view.account.summary.success webevent.system.retrieve.default.email.address , 0.007,webstc.link.accounts web.exit , 0.006,webevent.view.account.summary.success webstc.link.accounts , 0.005,webstc.balance.transfer webevent.login , 0.005,webstc.activation webevent.login , 0.005,webevent.transaction.download.success webevent.view.transactions.and.details.success , 0.005,webevent.open.document.success web.exit , 0.005,webevent.login webevent.view.payment.activity , 0.005,webstc.view/print/download.statement.and.documents webevent.view.document.history , 0.005,webstc.balance.transfer web.exit , 0.005,webevent.open.statement.success webevent.view.document.history , 0.004,webstc.promotional.offer.eligilbility web.exit , 0.004,webevent.set.travel.notification.success tsys.fraud.-.watch , 0.004,webstc.view.rewards.summary webstc.view/print/download.monthly.statement , 0.004,webevent.view.travel.notification.page webevent.set.travel.notification.success , 0.004,webevent.login webstc.view.rewards.summary , 0.004,webstc.online.application webstc.online.application.with.eos.enrollment , 0.004,webevent.view.transactions.and.details.success webstc.promotional.offer.eligilbility , 0.004,webevent.view.make.a.payment webstc.chat-reject, 0.003
29,agent.view.statements agent.view.statements ,0.108,agent.exit journey.exit , 0.060,agent.entry agent.1 , 0.058,agent.view.statements agent.exit , 0.042,agent.view.statements agent.view.authorization , 0.039,agent.view.authorization agent.view.statements , 0.039,agent.view.product.information agent.view.product.information , 0.032,agent.entry agent.view.statements , 0.030,agent.exit webevent.login , 0.030,agent.view.statements agent.view.personal.information , 0.026,agent.view.personal.information agent.view.statements , 0.024,agent.exit agent.entry , 0.019,agent.view.product.information agent.exit , 0.018,agent.view.product.information agent.view.statements , 0.017,marketing tsys.close.account , 0.016,tsys.close.account agent.close.account , 0.016,agent.view.statements agent.view.product.information , 0.015,agent.1 agent.view.statements , 0.015,agent.close.account agent.exit , 0.015,agent.1 agent.exit , 0.014,reward agent.entry , 0.009,webevent.view.account.summary.success agent.exit , 0.008,ivr.exit agent.view.product.information , 0.007,ivr.entry ivr.online.unlock.account , 0.007,ivr.online.unlock.account agent.entry , 0.007,agent.view.statements agent.2 , 0.007,agent.manage.online.access webstc.temporary.password , 0.006,agent.2 agent.3 , 0.006,tsys.pin.-.change agent.account.pin , 0.006,agent.exit webevent.view.make.a.payment , 0.006,agent.2 agent.view.statements , 0.006,agent.account.pin tsys.pin.-.change , 0.006,agent.exit webevent.view.payment.activity , 0.005,agent.account.pin agent.exit , 0.005,agent.1 agent.view.payment.history , 0.005,tsys.financial.adjustment agent.view.statements , 0.005,agent.view.statements webevent.login , 0.005,agent.view.authorization agent.exit , 0.005,agent.2 marketing , 0.005,agent.exit webevent.view.transactions.and.details.success , 0.004,web.exit agent.view.statements , 0.004,web.entry ivr.entry , 0.004,agent.view.statements chordiant , 0.004,agent.entry marketing , 0.004,ivr.exit agent.manage.online.access , 0.004,agent.1 agent.view.authorization , 0.004,marketing agent.close.account , 0.003,webevent.view.payment.activity agent.entry , 0.003,agent.balance.transfer agent.balance.transfer , 0.003,tsys.close.account marketing, 0.003
